更新日期,平台,鞋款類別,商品名稱,價格,評價,評論數,賣家,賣家穩定度,網路價,優惠,推薦分數,價格說明,資料來源,商品連結
2026-05-21,momo購物網,未標示,【NIKE 耐吉】HV9408-700 Nike Air Force 1 Kobe Bryant 舒適百搭 防滑耐磨 低幫 板鞋 男女同款 黃色,5600,0.0,0,momo購物網,0.88,5600,0%,57.1,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620013846
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 1 Protro 81 Points 男鞋 白紫黑色 黑曼巴 經典 籃球鞋 IM0542-100,5704,4.8,2,momo購物網,0.88,5704,0%,81.1,momo 搜尋頁售價,momo 即時搜尋資料,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14957787&Area=search&mdiv=403&oid=1_2&cid=index&kw=kobe%2B1
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 1 Protro 81pt Game 白紫 黑曼巴 籃球鞋 男鞋 IM0542-100,5832,0.0,0,momo購物網,0.88,5832,0%,57.0,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0004485/goodsDetail/TP00044850003318
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Nike Kobe 1 Protro 81 Points 男鞋 白紫 黑 黑曼巴 籃球鞋 IM0542-100,6200,0.0,0,momo購物網,0.88,6200,0%,56.8,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0000668/goodsDetail/TP00006680001879
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】IM0541-400 Nike Zoom Kobe 1 Protro Work Blue 百搭舒適 支撐回彈 高幫 籃球鞋 男款 藍色,6850,0.0,0,momo購物網,0.88,6850,0%,56.5,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620013152
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】IM0583-400 Nike Air Force 1 織物皮革 Protro 'Work Blue and Metallic Gold' Kobe 少年感科比時尚潮流 減震 低幫 板鞋 男款 藍色,7400,0.0,0,momo購物網,0.88,7400,0%,56.2,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620011851
2026-05-21,PChome,童鞋,Kobe 3 Protro Halo 白色 曼巴 籃球鞋 GS 大童鞋 HQ2304-100,2359,4.5,0,PChome 24h購物,0.9,2776,15%,73.1,PChome API 最低折扣價,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAXFH-A900J727W
2026-05-21,PChome,童鞋,Kobe 3 Christmas 聖誕節 GS 反光 氣墊 休閒鞋 運動鞋 大童鞋 HQ2304-400,3912,4.5,0,PChome 24h購物,0.9,3912,0%,72.3,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX6U-A900JKIQK
2026-05-21,PChome,男鞋,Kobe 3 Protro 聖誕節 透氣 緩震 休閒鞋 運動鞋 男鞋 IQ5338-400,4947,4.5,0,PChome 24h購物,0.9,4947,0%,71.8,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX6U-A900JKGW6
2026-05-21,PChome,男鞋,籃球鞋 Kobe III Protro 男鞋 Royal Pulse 藍 柯比 聖誕節 IQ5338-400,5180,4.5,0,PChome 24h購物,0.9,5180,0%,71.7,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JM04T
2026-05-21,PChome,男鞋,Kobe 9 EM Low Protro 綠白 緩震 透氣 抓地力 休閒鞋 運動鞋 男鞋 IH1401-003,5183,4.5,0,PChome 24h購物,0.9,5183,0%,71.7,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX29-A900JWSLT
2026-05-21,PChome,未標示,Adidas Crazy 8 [IG3904] 男 籃球鞋 運動 球鞋 高筒 緩衝 Kobe 麂皮 愛迪達 橄欖綠 米白,5290,4.5,0,PChome 24h購物,0.9,5290,0%,71.6,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JGVK6
2026-05-21,PChome,男鞋,Nike Kobe III Protro Royal Pulse 男鞋 藍色 柯比 聖誕節 籃球鞋 IQ5338-400,5580,4.5,0,PChome 24h購物,0.9,5580,0%,71.5,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JTTD0
2026-05-21,PChome,男鞋,籃球鞋 Kobe IX Elite EM Protro 男鞋 薄荷綠 曼巴 IH1401-003,5580,4.5,0,PChome 24h購物,0.9,5580,0%,71.5,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JWKKC
2026-05-21,PChome,男鞋,籃球鞋 Kobe IX Elite EM Protro 男鞋 雷霆藍 曼巴 IH1401-401,5580,4.5,0,PChome 24h購物,0.9,5580,0%,71.5,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JWKKE
2026-05-21,PChome,男鞋,Kobe 9 EM Low Protro 黑金 休閒鞋 運動鞋 男鞋 IH1401-002,5732,4.5,0,PChome 24h購物,0.9,5732,0%,71.4,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX68-A900JFPTA
2026-05-21,PChome,男鞋,Kobe 9 EM Low Protro TB 黑紫 透氣 回彈 休閒鞋 運動鞋 男鞋 IH1401-500,5766,4.5,0,PChome 24h購物,0.9,5766,0%,71.4,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAXCD-A900JMUDN
2026-05-21,PChome,男鞋,籃球鞋 Kobe IX Elite EM Protro 男鞋 黑 紫 黑曼巴 IH1401-500,5780,4.5,0,PChome 24h購物,0.9,5780,0%,71.4,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JWKJY
2026-05-21,PChome,男鞋,Nike Kobe 9 EM Low Protro TB 男鞋 黑紫色 透氣 回彈 運動 休閒鞋 IH1401-500,5880,4.5,0,PChome 24h購物,0.9,5880,0%,71.4,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900JTTHC
2026-05-21,PChome,男鞋,籃球鞋 Kobe 9 IX Elite Low EM Protro 男鞋 藍 IH1401-402,5980,4.5,0,PChome 24h購物,0.9,5980,0%,71.3,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JWRK3
2026-05-21,PChome,男鞋,Kobe 9 EM Low 冰川藍 透氣 回彈 緩震 運動鞋 男鞋 IH1401-402,6008,4.5,0,PChome 24h購物,0.9,6008,0%,71.3,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX2F-A900JS6HB
2026-05-21,PChome,男鞋,Kobe 9 EM Low 紫橘 黑曼巴 抓地 透氣 運動鞋 男鞋 IH1401-401,6155,4.5,0,PChome 24h購物,0.9,6155,0%,71.2,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAXCD-A900JS6QE
2026-05-21,PChome,男鞋,Kobe 3 Low Protro 紫粉 回彈 透氣 抓地力 休閒鞋 運動鞋 男鞋 IF2497-500,7090,4.5,0,PChome 24h購物,0.9,7090,0%,70.8,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX2W-A900JXOZF
2026-05-21,PChome,男鞋,籃球鞋 Kobe 11 EM Protro 男鞋 黑金 冰底 Mamba Day IU4902900,9180,4.5,0,PChome 24h購物,0.9,9180,0%,69.8,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JXCJX
2026-05-21,PChome,男鞋,Kobe V Protro Year of the Mamba 曼巴之年 蛇年限定 金屬紫金 籃球鞋 運動鞋 男鞋 IB4481-500,9406,4.5,0,PChome 24h購物,0.9,9406,0%,69.7,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900I8K86
2026-05-21,PChome,男鞋,Kobe 5 Protro 紅銀 曼巴 實戰 籃球鞋 運動鞋 男鞋 IM0557-001,11241,4.5,0,PChome 24h購物,0.9,11241,0%,68.8,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX29-A900JV6BY
2026-05-21,PChome,男女通用,"Kobe 5 Protro ""Year of the Mamba"" 曼巴之年 蛇年限定 籃球鞋 紫 黑 金 男鞋 女鞋 運動鞋 IB4481-500",12280,4.5,0,PChome 24h購物,0.9,12280,0%,68.3,搜尋頁價格,PChome 即時資料（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX7S-A900JFOU1
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe III Protro Royal Pulse 男鞋 藍色 柯比 聖誕節 籃球鞋 IQ5338-400,4462,5.0,2,momo購物網,0.88,4462,0%,87.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14893278&Area=search&mdiv=403&oid=1_18&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 9 EM Low Protro 綠白 緩震 透氣 抓地力 休閒鞋 運動鞋 男鞋 IH1401-003,4731,5.0,9,momo購物網,0.88,4731,0%,88.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15132725&Area=search&mdiv=403&oid=1_8&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 9 EM Low Protro TB 黑紫 透氣 回彈 休閒鞋 運動鞋 男鞋 IH1401-500,4765,5.0,1,momo購物網,0.88,4765,0%,86.5,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14869658&Area=search&mdiv=403&oid=1_20&cid=index&kw=Kobe
2026-05-21,momo購物網,未標示,【NIKE 耐吉】FQ3544-001 Nike Zoom Kobe 4 Protro Black Mamba 黑曼巴 低幫 籃球鞋 男女同款 黑色,5100,0.0,0,momo購物網,0.88,5100,0%,57.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009089
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】籃球鞋 Kobe IX Elite EM Protro 男鞋 雷霆藍 曼巴 IH1401-401,5301,5.0,5,momo購物網,0.88,5301,0%,87.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15133369&Area=search&mdiv=403&oid=1_13&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 3 Low Protro 紫粉 回彈 透氣 抓地力 休閒鞋 運動鞋 男鞋 IF2497-500,5869,4.7,1,momo購物網,0.88,5869,0%,77.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15169714&Area=search&mdiv=403&oid=1_17&cid=index&kw=Kobe
2026-05-21,momo購物網,未標示,【NIKE 耐吉】FQ3545-300 Nike Zoom Kobe 4 PROTRO GIRL DAD 中幫 籃球鞋 男女同款 綠色,6050,0.0,0,momo購物網,0.88,6050,0%,56.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009088
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】IU4902-900 Nike Kobe 11 Protro 時尚潮流 抓地 低幫 籃球鞋 男款 黑金,6450,0.0,0,momo購物網,0.88,6450,0%,56.7,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009123
2026-05-21,momo購物網,未標示,【NIKE 耐吉】HJ4303-400 Nike Zoom Kobe 5 Protro X-Ray 時尚百搭 低幫 籃球鞋 男女同款 藍色,7200,0.0,0,momo購物網,0.88,7200,0%,56.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009092
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 11 EM Protro Mamba Day 曼巴 黑金 冰底 男鞋 IU4902-900,8080,0.0,0,momo購物網,0.88,8080,0%,55.9,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）, https://www.momoshop.com.tw/TP/TP0000668/goodsDetail/TP00006680001902
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】籃球鞋 Kobe 11 EM Protro 男鞋 黑金 冰底 Mamba Day IU4902-900,8262,5.0,1,momo購物網,0.88,8262,0%,84.8,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15152828&Area=search&mdiv=403&oid=1_14&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】籃球鞋 Nike Kobe 8 Protro Lakers Home 湖人隊主場 白紫鉤 男鞋 HF9550-100,8550,5.0,5,momo購物網,0.88,8550,0%,86.3,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13638904&Area=search&mdiv=403&oid=1_19&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】籃球鞋 Nike Zoom Kobe 4 Protro CHBL 黃金蟒 曼巴 籃球鞋 男款 IH0587-700,9891,5.0,21,momo購物網,0.88,9891,0%,87.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14078548&Area=search&mdiv=403&oid=1_5&cid=index&kw=Kobe
2026-05-21,momo購物網,男鞋,【NIKE 耐吉】Kobe 5 Protro 紅銀 曼巴 實戰 籃球鞋 運動鞋 男鞋 IM0557-001,9936,4.9,4,momo購物網,0.88,9936,0%,82.6,momo 搜尋頁售價,momo 即時搜尋資料（已保存）（已保存）（已保存）,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15080987&Area=search&mdiv=403&oid=1_7&cid=index&kw=Kobe
2026-05-21,PChome,童鞋,籃球鞋 Kobe III GS 大童 女鞋 HALO 白 曼巴 高筒 HQ2304-100,2132,4.5,0,PChome 24h購物,0.9,2480,14%,71.2,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900JAA8L
2026-05-21,PChome,男鞋,籃球鞋 Crazy 2 男鞋 白 黃 KOBE All-Star 全明星賽 愛迪達 JI0337,3680,4.5,0,PChome 24h購物,0.9,4280,14%,66.5,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7S-A900J8Y5I
2026-09-24,PChome,童鞋,KOBE KAWA SLIDE (TD) 中大童 涼拖鞋 IF2876101,583,4.5,0,PChome 24h購物,0.9,758,23%,74.0,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900KAUDI
2026-09-24,PChome,童鞋,KOBE KAWA SLIDE (TD) 中大童 涼拖鞋 IF2876003,583,4.5,0,PChome 24h購物,0.9,758,23%,74.0,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900KAUEG
2026-09-24,PChome,童鞋,Kobe Offcourt Slide 黑黃 TD 彈力固定帶 抓地力 小童鞋 IF2876-003,714,4.5,0,PChome 24h購物,0.9,714,0%,73.9,PChome API 價格,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX2W-A900JXOZH
2026-09-24,PChome,童鞋,Kobe Offcourt Slide 白紫 TD 彈力固定帶 抓地力 小童鞋 IF2876-101,714,4.5,0,PChome 24h購物,0.9,714,0%,73.9,PChome API 價格,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX2W-A900JXOZD
2026-09-24,PChome,童鞋,籃球鞋 Kobe IX Elite Low EM Protro GS 大童 橘 IM6641-800,2572,4.5,0,PChome 24h購物,0.9,2680,4%,73.0,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900K4929
2026-09-24,PChome,童鞋,KOBE IX LOW EM (GS) 中大童 籃球鞋 IM6641800,2630,4.5,0,PChome 24h購物,0.9,3416,23%,73.0,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900KAZI0
2026-09-24,PChome,童鞋,Kobe 9 Elite Protro Masterpiece 籃球鞋 黑曼巴 GS 大師之路 運動鞋 大童鞋 HJ9446-001,2715,4.5,0,PChome 24h購物,0.9,2858,5%,73.0,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7S-A900IDU33
2026-09-24,PChome,童鞋,籃球鞋 Kobe IX Low EM GS 大童 女鞋 藍 曼巴 IM6641-500,2956,4.5,0,PChome 24h購物,0.9,3080,4%,72.9,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900K9I3S
2026-09-24,PChome,童鞋,籃球鞋 Kobe IX Low EM GS 大童 女鞋 紫 黑 黑曼巴 IM6642-500,2956,4.5,0,PChome 24h購物,0.9,3080,4%,72.9,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX7T-A900JWRFL
2026-09-24,PChome,童鞋,Kobe 4 Draft Day Pack GS 白底黃藍點綴 籃球鞋 刮刮樂鞋面 緩震 抓地力 大童鞋 IQ4110-100,3344,4.5,0,PChome 24h購物,0.9,3678,9%,72.7,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX29-A900K64KE
2026-09-24,PChome,童鞋,Nike Kobe 9 EM Low TB 大童 黑紫 GS 緩震 透氣 休閒鞋 IM6642-500,3477,4.5,0,PChome 24h購物,0.9,3780,8%,72.6,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX69-A900JTTDV
2026-09-24,PChome,童鞋,Kobe 10 Elite Protro Low 亮白 GS 白鞋 曼巴 球鞋 大童鞋 IR1850-100,3846,4.5,0,PChome 24h購物,0.9,4207,9%,72.4,PChome API 最低折扣價,PChome 即時資料,https://24h.pchome.com.tw/prod/DXAX29-A900KGW6T
2026-09-24,momo購物網,未標示,【NIKE 耐吉】NIKE JA 3 12 kobe 6 自由女神 TIFFANY綠 實戰籃球鞋 莫蘭特 蒂芬妮綠  IQ6754-300,4066,4.5,0,momo購物網,0.88,4066,0%,71.9,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009733/goodsDetail/TP00097330000191
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】籃球鞋 Nike Kobe 6 Protro All-Star Hollywood 3D GS 紅藍 女鞋 HM4824-002,5016,4.5,0,momo購物網,0.88,5016,0%,71.5,momo 搜尋頁售價,momo 即時搜尋資料,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=15586129&Area=search&mdiv=403&oid=1_3&cid=index&kw=kobe%2B6&ecTagNos=
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】HM4824-002 NikeZoom Kobe 6 Protro3D Hollywood GS 全明星 好萊塢紅藍鴛鴦 時尚舒適GS 低幫 籃球鞋 橙色 男女同款,5450,4.5,0,momo購物網,0.88,5450,0%,71.2,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310007921
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】FV9676-800 NikeZoom Kobe 6 Protro WNBA 時尚舒適GS 低幫 籃球鞋 橙色/銀色 男女同款 nike男鞋 男運動鞋 nike女鞋 運動鞋女 休閒鞋,7300,4.5,0,momo購物網,0.88,7300,0%,70.4,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620010817
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】FV9676-800 NikeZoom Kobe 6 Protro WNBA 時尚舒適GS 低幫 籃球鞋 橙色/銀色 男女同款,7500,4.5,0,momo購物網,0.88,7500,0%,70.3,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008412
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】籃球鞋 KOBE 3 Protro Mambacita 男款 實戰 緩震 限量 黑曼巴(3/4/5/6/8/9/11代),8075,5.0,3,momo購物網,0.88,8075,0%,86.1,momo 搜尋頁售價,momo 即時搜尋資料,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14503813&Area=search&mdiv=403&oid=1_4&cid=index&kw=kobe%2B6&ecTagNos=
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】FV9676-100 NikeZoom Kobe 6 Protro 舒適百搭GS 低幫 籃球鞋 白色 男女同款 nike男鞋 男運動鞋 nike女鞋 運動鞋女 休閒鞋,8450,4.5,0,momo購物網,0.88,8450,0%,69.8,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620010026
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】FV9676-400 Nike Zoom Kobe 6 Protro PE 百搭舒適 低幫 兒童籃球鞋 藍色 男女同款 nike男鞋 男運動鞋 nike童鞋 大童運動鞋 小童運動鞋 nike女鞋 運動鞋女 休閒鞋,8450,4.5,0,momo購物網,0.88,8450,0%,69.8,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620013514
2026-09-24,momo購物網,童鞋,【NIKE 耐吉】FV9676-100 NikeZoom Kobe 6 Protro 舒適百搭GS 低幫 籃球鞋 白色 男女同款,8700,4.5,0,momo購物網,0.88,8700,0%,69.7,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310007882
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】CW2190-400 Nike Zoom Kobe 6 Protro Dodgers PE 圓頭系帶 減震防滑 低幫 籃球鞋 男款 藍白 nike男鞋 男運動鞋,10300,4.5,0,momo購物網,0.88,10300,0%,68.9,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009097
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】CW2190-400 Nike Zoom Kobe 6 Protro Dodgers PE 圓頭系帶 減震防滑 低幫 籃球鞋 男款 藍白,10700,4.5,0,momo購物網,0.88,10700,0%,68.7,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008708
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】IH1871-800 Nike Zoom Kobe 6 Protro Total Orange 舒適百搭 低幫 籃球鞋 男款 橙銀色 nike男鞋 男運動鞋,12000,4.5,0,momo購物網,0.88,12000,0%,68.1,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009096
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】IH1871-800 Nike Zoom Kobe 6 Protro Total Orange 舒適百搭 低幫 籃球鞋 男款 橙銀色,12400,4.5,0,momo購物網,0.88,12400,0%,67.9,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310007988
2026-09-24,momo購物網,未標示,【NIKE 耐吉】FQ3546-001 Nike Zoom Kobe 6 Protro Italian Camo 低幫 籃球鞋 男女同款 黑紅,13400,4.5,0,momo購物網,0.88,13400,0%,67.4,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008753
2026-09-24,momo購物網,男女通用,【NIKE 耐吉】FQ3546-100 Nike Zoom Kobe 6 protro Sail 舒適 低幫 籃球鞋 男女同款 白色 nike男鞋 男運動鞋 nike女鞋 運動鞋女 休閒鞋,15600,4.5,0,momo購物網,0.88,15600,0%,66.3,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009100
2026-09-24,momo購物網,未標示,【NIKE 耐吉】FQ3546-100 Nike Zoom Kobe 6 protro Sail 舒適 低幫 籃球鞋 男女同款 白色,16100,4.5,0,momo購物網,0.88,16100,0%,66.1,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008754
2026-09-24,momo購物網,男女通用,【NIKE 耐吉】IO3672-400 Nike × Caitlin Clark Zoom Kobe 6 Protro PE 舒適百搭 低幫 籃球鞋 男女同款 藍色 nike男鞋 男運動鞋 nike女鞋 運動鞋女 休閒鞋,19500,4.5,0,momo購物網,0.88,19500,0%,64.4,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009098
2026-09-24,momo購物網,未標示,【NIKE 耐吉】IO3672-400 Nike × Caitlin Clark Zoom Kobe 6 Protro PE 舒適百搭 低幫 籃球鞋 男女同款 藍色,20100,4.5,0,momo購物網,0.88,20100,0%,64.2,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008870
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】CW2190-002 Nike Zoom Kobe 6 Protro Mambacita Sweet 16 GiGi 曼巴基金會 低幫 實戰籃球鞋 男款 黑白,25100,4.5,0,momo購物網,0.88,25100,0%,61.7,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310008706
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】IQ5774-300 Jalen Brunson × Nike Zoom Kobe 6 Protro Statue of Liberty PE 百搭舒適 低幫 籃球鞋 男款 綠色 nike男鞋 男運動鞋,28500,4.5,0,momo購物網,0.88,28500,0%,60.1,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0009562/goodsDetail/TP00095620009099
2026-09-24,momo購物網,男鞋,【NIKE 耐吉】IQ5774-300 Jalen Brunson × Nike Zoom Kobe 6 Protro Statue of Liberty PE 百搭舒適 低幫 籃球鞋 男款 綠色,29400,4.5,0,momo購物網,0.88,29400,0%,59.7,momo 搜尋頁售價,momo 即時搜尋資料, https://www.momoshop.com.tw/TP/TP0010131/goodsDetail/TP00101310009446
2026-09-24,PChome,童鞋,Kobe 9 EM Low TB Game Royal 皇家藍 休閒鞋 GS FV3607-400,2837,4.5,0,PChome 24h購物,0.9,3338,15%,72.9,PChome API 最低折扣價,PChome 即時資料（已保存）（已保存）（已保存）（已保存）（已保存）（已保存）,https://24h.pchome.com.tw/prod/DXAX69-A900J3S2P
